web-scraper-order,web-scraper-start-url,containers_terrains,containers_terrains-href,superficie,prix_terrain,adresse_terrain,image_terrain
"1751656275-1","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300m-diamniadio-2794751","300","7 500 000 CFA","Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/2794751_uploaded_image1_1606645436.jpg""); width: 451px;"
"1751656283-2","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-sebikotane-2794777","150 m2","5 000 000 CFA","Sebikotane, Sénégal","background-image: url(""https://images.coinafrique.com/2794777_uploaded_image2_1606646221.jpeg""); width: 443px;"
"1751656291-3","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-lac-rose-2795685","","2 500 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2795685_uploaded_image2_1606680543.jpeg""); width: 531px;"
"1751656298-4","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-dakar-plateau-2795958","","800 000 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2795958_uploaded_image1_1606693615.jpg""); width: 383px;"
"1751656307-5","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m-thies-2796059","150","1 500 000 CFA","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2796059_uploaded_image1_1606698528.jpg""); width: 424px;"
"1751656315-6","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-3900-m2-dakar-plateau-2796145","3900","800 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2796145_uploaded_image1_1606716463.jpg""); width: 371px;"
"1751656323-7","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-mbour-saly-2796839","","Prix sur demande","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2796839_uploaded_image2_1606736036.jpeg""); width: 473px;"
"1751656331-8","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-keur-bambilor-2797028","150 m2","8 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2797028_uploaded_image2_1606738919.jpeg""); width: 559px;"
"1751656337-9","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-mbour-2797301","","Prix sur demande","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2797301_uploaded_image1_1606744692.jpg""); width: 473px;"
"1751656343-10","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-1116-m-almadies-2797670","1116 m2","900 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2797670_uploaded_image1_1606753426.jpg""); width: 531px;"
"1751656348-11","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-keur-massar-2798085","153 m2","15 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2798085_uploaded_image1_1606768725.jpg""); width: 608px;"
"1751656355-12","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-almadies-2798463","5000 m2","1 350 000 CFA","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2798463_uploaded_image1_1606782532.jpg""); width: 562px;"
"1751656362-13","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-cite-mbakiyou-faye-2798465","200 m2","85 000 000 CFA","Mamelles, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2798465_uploaded_image1_1606782654.jpg""); width: 562px;"
"1751656370-14","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-diamniadio-2798523","300","2 500 000 CFA","Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/2798523_uploaded_image2_1606787646.jpeg""); width: 671px;"
"1751656377-15","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-916-m-almadies-2799458","916","900 000 CFA","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2799458_uploaded_image2_1606819398.jpeg""); width: 671px;"
"1751656383-16","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-dougar-2799503","150","1 750 000 CFA","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2799503_uploaded_image1_1606820142.jpg""); width: 378px;"
"1751656390-17","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-300-m2-saly-carrefour-2799906","300 m2","10 000 000 CFA","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/2799906_uploaded_image2_1606825864.jpeg""); width: 488px;"
"1751656396-18","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-500-m-saly-2799919","500 m2","21 000 000 CFA","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/2799919_uploaded_image1_1606826106.jpg""); width: 488px;"
"1751656404-19","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-bambilor-2800102","150 m2","8 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2800102_uploaded_image1_1606829001.jpg""); width: 559px;"
"1751656412-20","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-keur-massar-2800133","","8 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2800133_uploaded_image2_1606829307.jpeg""); width: 559px;"
"1751656418-21","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-somone-2800177","1000 m2","90 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2800177_uploaded_image1_1606830211.jpg""); width: 371px;"
"1751656426-22","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-rufisque-2800255","150","5 000 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2800255_uploaded_image1_1606831307.jpg""); width: 383px;"
"1751656439-23","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-1400-m2-almadies-2800261","1400","600 000 CFA","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2800261_uploaded_image1_1606831411.jpg""); width: 502px;"
"1751656451-24","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-keur-massar-2800336","150","14 000 000 CFA","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2800336_uploaded_image3_1606832600.jpeg""); width: 457px;"
"1751656458-25","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-keur-massar-extensions-2800598","150 m2","8 000 000 CFA","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2800598_uploaded_image1_1606837551.jpg""); width: 455px;"
"1751656464-26","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-151-m2-diamalaye-2800751","151","55 000 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2800751_uploaded_image1_1606840749.jpg""); width: 450px;"
"1751656470-27","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m-grand-medine-2800993","75 m2","4 500 000 CFA","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2800993_uploaded_image1_1606845734.jpg""); width: 439px;"
"1751656476-28","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-180-m2-niaga-2801430","180","Prix sur demande","Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/2801430_uploaded_image1_1606856260.jpg""); width: 601px;"
"1751656481-29","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-225m2-2801434","225 m2","3 000 000 CFA","Sebikotane, Sénégal","background-image: url(""https://images.coinafrique.com/2801434_uploaded_image1_1606856379.jpg""); width: 443px;"
"1751656487-30","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-5-ha-saly-2802065","50000 m2","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2802065_uploaded_image1_1606892828.jpg""); width: 548px;"
"1751656493-31","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-10000-m2-mboro-2802762","10000","Prix sur demande","Mboro, Sénégal","background-image: url(""https://images.coinafrique.com/2802762_uploaded_image1_1606907331.jpg""); width: 446px;"
"1751656502-32","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-225-m-pout-2802771","225","1 500 000 CFA","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2802771_uploaded_image1_1606907469.jpg""); width: 446px;"
"1751656508-33","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-250-m2-ngor-2802789","250","90 000 000 CFA","Ngor, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2802789_uploaded_image1_1606907648.jpg""); width: 508px;"
"1751656514-34","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-257-m-mamelles-mbakiyou-faye-2803005","257","120 000 000 CFA","Mamelles, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2803005_uploaded_image1_1606910715.jpg""); width: 544px;"
"1751656519-35","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-6-ha-nguoudiane-2803046","600000 m2","Prix sur demande","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2803046_uploaded_image1_1606911304.jpg""); width: 526px;"
"1751656525-36","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-180-m2-rufisque-2803686","180","3 000 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2803686_uploaded_image1_1606924548.jpg""); width: 371px;"
"1751656531-37","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-lac-rose-2803699","200 m2","3 700 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2803699_uploaded_image1_1606924859.jpg""); width: 420px;"
"1751656537-38","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-8700-m-almadies-2803981","8700","3 480 000 000 CFA","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2803981_uploaded_image2_1606931805.jpeg""); width: 502px;"
"1751656544-39","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m-medina-2804245","150","90 000 000 CFA","Medina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2804245_uploaded_image1_1606937217.jpg""); width: 445px;"
"1751656552-40","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-ouest-foire-2804782","200 m2","Prix sur demande","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2804782_uploaded_image1_1606955995.jpg""); width: 596px;"
"1751656559-41","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-10000-m-diamniadio-2805165","10000","230 000 000 CFA","Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2805165_uploaded_image1_1606986621.jpg""); width: 458px;"
"1751656565-42","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-500-m-saly-2805719","500 m2","25 000 000 CFA","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/2805719_uploaded_image1_1606996696.jpg""); width: 488px;"
"1751656571-43","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-malicounda-2805823","300 m2","6 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2805823_uploaded_image1_1606998727.jpg""); width: 391px;"
"1751656576-44","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-thies-2805872","225","350 000 CFA","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2805872_uploaded_image1_1606999281.jpg""); width: 451px;"
"1751656582-45","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-181-m-keur-massar-2806129","181 m2","8 500 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2806129_uploaded_image2_1607003954.jpeg""); width: 387px;"
"1751656587-46","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-avec-fondation-300-m2-rufisque-2806195","300 m2","17 000 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2806195_uploaded_image1_1607004959.jpg""); width: 531px;"
"1751656593-47","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-keur-massar-2806509","150","8 000 000 CFA","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2806509_uploaded_image1_1607010998.jpg""); width: 421px;"
"1751656599-48","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-bayakh-2806554","150","1 700 000 CFA","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2806554_uploaded_image1_1607011717.jpg""); width: 378px;"
"1751656605-49","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-cayar-2806585","375 m2","8 000 000 CFA","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2806585_uploaded_image1_1607012359.jpg""); width: 418px;"
"1751656612-50","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-thies-2806597","40000 m2","12 000 000 CFA","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2806597_uploaded_image1_1607012609.jpg""); width: 407px;"
"1751656618-51","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300m-sindia-2806884","300","6 000 000 CFA","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2806884_uploaded_image1_1607020153.jpg""); width: 505px;"
"1751656624-52","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-225-m-thies-2807269","225","350 000 CFA","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2807269_uploaded_image1_1607031114.jpg""); width: 607px;"
"1751656631-53","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300-m-saly-2807272","300","25 000 000 CFA","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/2807272_uploaded_image1_1607031205.jpg""); width: 371px;"
"1751656637-54","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-mbour-saly-2807333","300 m2","17 000 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2807333_uploaded_image1_1607032931.jpg""); width: 405px;"
"1751656644-55","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-225-m-mbour-2807585","225","2 500 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2807585_uploaded_image2_1607046951.jpeg""); width: 415px;"
"1751656651-56","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-niacourab-2808263","225 m2","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2808263_uploaded_image1_1607077751.jpg""); width: 371px;"
"1751656657-57","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-niacorob-2808269","300 m2","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2808269_uploaded_image1_1607077879.jpg""); width: 421px;"
"1751656663-58","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-8000-m-mbour-mbodiene-2808383","8000","9 000 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2808383_uploaded_image2_1607080388.jpeg""); width: 427px;"
"1751656670-59","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-tivaoune-peulh-2808552","150","4 500 000 CFA","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2808552_uploaded_image1_1607082674.jpg""); width: 421px;"
"1751656676-60","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-niacourab-2808724","150","6 600 000 CFA","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2808724_uploaded_image1_1607085649.jpg""); width: 371px;"
"1751656682-61","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-sorokhassap-2809161","","Prix sur demande","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2809161_uploaded_image1_1607094489.jpg""); width: 412px;"
"1751656689-62","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-5ha-saly-2809497","50000 m2","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2809497_uploaded_image1_1607105178.jpg""); width: 453px;"
"1751656695-63","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-400m-nianing-2809579","400 m2","6 000 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2809579_uploaded_image1_1607107867.jpg""); width: 488px;"
"1751656702-64","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-thies-2809862","225 m2","375 000 CFA","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2809862_uploaded_image1_1607118724.jpg""); width: 424px;"
"1751656709-65","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-mbodiene-2810135","10000","Prix sur demande","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2810135_uploaded_image1_1607132337.jpg""); width: 371px;"
"1751656718-66","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-3900-m-almadies-2810141","3900","Prix sur demande","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2810141_uploaded_image1_1607132745.jpg""); width: 371px;"
"1751656726-67","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m-thies-2810956","150 m2","Prix sur demande","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2810956_uploaded_image1_1607169539.jpg""); width: 671px;"
"1751656735-68","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-620-m-mbour-2811076","620","15 000 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2811076_uploaded_image2_1607172716.jpeg""); width: 407px;"
"1751656743-69","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-mbour-2811195","300 m2","4 000 000 CFA","M'bour, Sénégal","background-image: url(""https://images.coinafrique.com/2811195_uploaded_image2_1607176627.jpeg""); width: 538px;"
"1751656750-70","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-50ha-mbour-2811384","500000","30 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2811384_uploaded_image1_1607183428.jpg""); width: 429px;"
"1751656757-71","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150m-keur-massar-2811688","150","Prix sur demande","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2811688_uploaded_image1_1607194271.jpg""); width: 371px;"
"1751656764-72","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/recherche-terrain-1ha-2811778","10000 m2","500 000 CFA","Geule Tapée, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2811778_uploaded_image1_1607197138.jpg""); width: 400px;"
"1751656770-73","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-620-m-mbour-2812389","620","15 000 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2812389_uploaded_image1_1607243898.jpg""); width: 407px;"
"1751656775-74","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-1ha-mbodjene-plage-2812688","10000 m2","Prix sur demande","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2812688_uploaded_image1_1607257000.jpg""); width: 429px;"
"1751656784-75","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-sicap-keur-massar-2812719","150 m2","7 000 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2812719_uploaded_image2_1607257839.jpeg""); width: 421px;"
"1751656789-76","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150m-keur-massar-2813012","150","15 000 000 CFA","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2813012_uploaded_image1_1607268377.jpg""); width: 371px;"
"1751656796-77","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-massamba-gueye-2813200","","Prix sur demande","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2813200_uploaded_image2_1607275105.jpeg""); width: 521px;"
"1751656802-78","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-tiona-2813202","","Prix sur demande","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2813202_uploaded_image1_1607275203.jpg""); width: 521px;"
"1751656809-79","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-400m-nianig-2813205","","Prix sur demande","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2813205_uploaded_image1_1607275279.jpg""); width: 521px;"
"1751656815-80","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-4-5ha-mbao-2813391","45000 m2","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2813391_uploaded_image1_1607281431.jpg""); width: 536px;"
"1751656821-81","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-bambilor-2813803","150 m2","3 000 000 CFA","Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/2813803_uploaded_image1_1607295397.jpg""); width: 527px;"
"1751656828-82","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-1-ha-rufisque-2813821","20000","160 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2813821_uploaded_image1_1607295934.jpg""); width: 408px;"
"1751656833-83","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m-bambylor-gorom-2813848","150 m2","1 500 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2813848_uploaded_image1_1607296480.jpg""); width: 422px;"
"1751656843-84","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-1080-m-point-e-2813967","1080","650 CFA","Point E, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2813967_uploaded_image1_1607303798.jpg""); width: 429px;"
"1751656870-85","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-375-m-dakar-2813975","375","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2813975_uploaded_image1_1607305180.jpg""); width: 373px;"
"1751656876-86","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-620-m-mbour-2814312","620","15 000 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2814312_uploaded_image1_1607331499.jpg""); width: 407px;"
"1751656882-87","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-200-m2-dakar-2814337","200","80 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2814337_uploaded_image1_1607332003.jpg""); width: 508px;"
"1751656888-88","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-ndiakhirate-2814715","150 m2","13 000 000 CFA","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2814715_uploaded_image2_1607339881.jpeg""); width: 658px;"
"1751656895-89","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-225-m-pout-2814879","225","1 500 000 CFA","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2814879_uploaded_image1_1607342878.jpg""); width: 446px;"
